상호,제품군,대분류,질의 내용,답변,답변퀄리티
케이스플리즈,폰케이스,제품관련,이 상품 z플립5용은 없을까요? 있다면 링크 부탁드려요,"안녕하세요 고객님, caseplz 담당자 정채은입니다.현재 저희 쇼핑몰에서는 갤럭시용 필름을 취급하고 있지 않은 점 양해 부탁드립니다.추후 제작시 해당 내용 반영 할 수 있도록 참고하겠습니다.오늘도 좋은 하루 보내시길 바랍니다. 추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,유막현상 방지를 위해 도트패턴이 있나요?,"안녕하세요 고객님, caseplz 담당자 정채은입니다.해당 제품은 유막 현상 억제와 동시에 반짝이는 투명감을 더하기 위하여 나노 도트 패턴이 추가된 제품이 맞습니다.초소형 입자 패턴으로 크게 눈에 띄지 않으면서, 기능은 완벽하게 수행하는 제품이니 참고 부탁드립니다.답변이 쇼핑에 도움이 되셨기를 바랍니다.추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"옵션에 있는 강황유리 3매 9900원 짜리가 이 스토어에 단품으로 파는 6900원짜리 필름과 동일한 상품인가요?
 [슥샥쇽 아이폰 지문방지 매트 풀커버 강화 액정보호필름 아이폰14 플러스 아이폰13 프로 맥스] 이거랑요","안녕하세요 고객님, caseplz 담당자 정채은입니다.배송비 절약하기 강화 유리 3세트는 일발 강화 유리 상품이며, 안깨지는지문방지필름으로 선택하여 주시면 슥샥쇽 필름이 발송됩니다.답변이 쇼핑에 도움이 되셨기를 바랍니다.추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"액정쪽 보호 되나요?
된다면 몇 mm 인가요?","안녕하세요 고객님, caseplz 담당자 정채은입니다.문의 주신 케이스는 뒷면 하드 + 옆면 소프트 타입의 케이스로 액정 쪽으로 감싸주는 디자인으로 보호 기능이 뛰어난 제품입니다.기종마다 약간의 차이가 발생 할 수 있으나, 14프로 기종 기준 약 1MM 정도 생각하여 주시면 됩니다.답변이 쇼핑에 도움이 되셨기를 바랍니다.추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,안녕하세요. 이 케이스 핸드폰고리 끼울 수 있는 구멍 있나요,"안녕하세요 고객님, caseplz 담당자 정채은입니다.문의주신 제품의 경우 왼쪽 하단부에 휴대폰 고리를 끼울 수 있는 구멍이 있습니다. 다만 매우 슬림한 하드 케이스의 특성상 별도의 액세서리나 고리 없이 사용하시는 것을 조금 더 권장 드리고 있습니다.답변이 쇼핑에 도움이 되셨기를 바랍니다.추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰 14인데 구매목록을 14/13프로/13 이걸로 구매 하면되나요 ?,"안녕하세요 고객님, caseplz 담당자 정채은입니다.아이폰 14는 14/13프로/13 옵션으로 선택 부탁드립니다. 해당 기종의 경우 모두 같은 액정으로 제작 되어, 필름 또한 호환 사용이 가능하십니다.답변이 쇼핑에 도움이 되셨기를 바랍니다.추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"배송이 어제 잘못되서 오늘 받아서 방금 붙였는데요
ㅇ사생활보호필름 처음 붙여봤는데 화면이 모자이크같은데 원래 이래요?? 설명에는 선명한것처럼 보인다고 되잇는데 전혀그렇지 않아요 ㄹ흐리멍텅해서 눈이아픈데요","안녕하세요 고객님, caseplz 담당자 정채은입니다.우체국 택배의 배송 과정에서 불편함이 있으셨던 걸까요? 저희 제품을 믿고 구입하여 주셨는데, 불편을 드린 점 먼저 사과드립니다.문의주신 안보여 필름은 블라인드 구조의 마이크로루버 테크놀로지가 적용된 제품으로, 시중에서 흔히 유통되고 있는 루버 공법으로 제작된 타사 제품에 훨씬 또렷하고 선명한 화질을 자랑하고 있습니다.사생활 보호 필름 사용이 처음이시고 화질의 경우 개인차가 있을 수 있어, 저희가 텍스트로 확인하여 제품이 불량인지 정확히 안내드리기는 조금 어려운 점 너른 양해 부탁드립니다.다만 이 문제에 대해 저희 caseplz에서는 고객님께서 속상함을 느끼시는 부분에 대해 충분히 공감하며, 원하신다면 주문하신 제품에 대해서는 예외적으로 무료 반품 처리 도와드리겠습니다.해당 절차에 대해서는 네이버 톡톡으로 연락 주시면 더 자세한 안내 드리겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,13pro 모델 쓰고있고 물건 받았는데 카메라 렌즈쪽이 안끼워집니다 어떻게 해야하나요...잘못보내신거같아요,"안녕하세요 고객님, caseplz 담당자 정채은입니다.구입하여 주신 제품의 경우 렌즈 섬을 완전히 덮는 디자인의 렌즈 풀 커버 케이스라, 카메라 보호 필름 또는 후면 액세서리와 함께 호환하여 사용하기는 어려우십니다. 해당 액세서리를 제거하신 후 다시 한번 케이스 착용 부탁드려도 될까요?혹시 이후에도 문제가 해결되지 않을 경우 네이버 톡톡으로 연락 주시면 빠르게 처리 도와드리겠습니다.저희 제품을 믿고 구입하여 주신 만큼, caseplz는 고객님께서 만족하실 수 있도록 최선을 다하겠습니다.추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,의견,안녕하세요 밑에 볼륨 키 관련 문의 남겼던 사람인데요......! 그 부분은 적응이 됐는데 해당 폰 케이스 착용 후 평평한 데 둬도 휴대 전화가 자꾸 바닥으로 뚝 떨어져요 ㅠ ㅠ 무슨 귀신 들린것마냥 자꾸 자기 혼자서 떨어집니다 사용한 지 약 2~3주 됐는데 진짜 스무 번은 떨어진 것 같아요 아이폰 카툭튀 부분 때문에 수평이 맞지 않아서인 것 같은데 혹시 이것도 원래 이렇게 설계된 걸까요? 지금 제가 쓰고 있는 제품만 불량인 걸까요? 변색 없단 점은 정말 좋은데 이렇게 책상에 둬도 갑자기 혼자 떨어지는 일 반복되다간 폰 자체가 망가질 것 같아서 너무 불안해요...... 두 개 구매했는데 혹시 아직 포장 뜯지 않은 한 개라도 반품 가능할까요?,"안녕하세요 고객님, caseplz 담당자 정채은입니다.저희 제품을 믿고 구입하여 주셨으나, 만족 드리지 못한 점 먼저 사과드립니다.혹시 케이스가 미끄러우셔서 사용이 불편하시다는 말씀이실까요? 하드 케이스의 소재 특성상 소프트 타입에 비해 사물과의 마찰력이 적은 것이 사실입니다.조금 더 마찰력이 강한 제품을 찾으신다면 소프트 타입 케이스를 사용하여 주실 때 실 사용 시 더 만족스러우실 것 같습니다.https://smartstore.naver.com/caseplz/products/7511815847 (투명 베이직 젤리 케이스 URL)또한 생폰 느낌을 원하시는 분들이 사용하시는 케이스라 카메라 부위를 적정선보다 더 두껍게 만들 수 없어, 기존 아이폰의 특징 그대로 수평이 맞지 않다고 느끼시는 것 같습니다.다만 저희 caseplz에서는 고객님께서 속상함을 느끼시는 부분에 대해 충분히 공감하며, 해당 건에 대해서는 예외적으로 2개 다 무료 반품 처리 도와드릴테니 너무 걱정하지 마시고 반품 신청하여 주시면 회수 후 빠르게 처리 도와드리겠습니다.추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내 드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,이모델로 아이폰15프로는 안나올까요?!!~~,"안녕하세요 고객님, caseplz 담당자 정채은입니다.저희 제품에 관심 가져주셔서 감사합니다. 해당 제품의 15라인은 현재 입고 진행 중으로 곧 업데이트 될 예정입니다.네이버 톡톡으로 번호 남겨주시면 입고 당일 빠르게 문자 안내 드리겠습니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,아이폰15프로맥스 사생활보호필름인데 사이트 내에서 같은 제품인데 3개 주문시 배송료가 무료인것도 있고(배송비 안내엔 5만원이상 무료배송이라 되있으나 5만원이 안되도 배송비가 안붇음)2500원 붙는 것도 있는데 무슨 차이인가요??,"안녕하세요 고객님, caseplz 담당자 정채은입니다.할인된 금액이 아닌 원가 27,800원 기준으로 하여, 5만원 이상의 경우 무료 배송 도와드리고 있습니다.저희 쇼핑몰에서 판매하고 있는 사생활 보호 필름의 경우 모두 동일한 제품인 점 참고 부탁드립니다. 추가 문의나 요청 사항이 있으시다면 언제든지 고객센터 T.1688-7390 / 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"왜케이스가 조금작나요?
13프로맥스에 맞네요
14프로맥스는 작네요","안녕하세요 고객님, caseplz 담당자 정채은입니다.저희 제품을 믿고 구입하여 주셨는데, 이용에 불편을 드려 죄송합니다.제품 불량 또는 오배송과 관련된 건은 빠르게 처리 도와드리고 있습니다. 구입하여 주신 제품은 공산품으로 대량 생산되는 특성상 한두 개만 다른 사이즈로 제작되기는 조금 어려운 상황입니다.수령하신 제품이 13프로맥스 기종에 딱 맞으신다면, 죄송하지만 혹시 저희가 제품을 잘못 보내드린 게 아닐까 추측됩니다.온라인 쇼핑몰 특성상 사진으로 확인한 후 처리 도와드리는 것이 원칙이나, 해당 건은 거의 비슷한 기종의 투명 케이스라 육안상 확인이 어려울 것 같아 우선 오늘 14프로맥스 케이스 1개 바로 재출고 도와드렸습니다.송장 번호는 문자로 발송 도와드렸으며, 1~2일 후 새 제품 수령하시면 다시 한번 착용해 보시고 정상 여부 확인 후 네이버 톡톡으로 연락 주실 수 있을까요?caseplz는 고객님께서 만족하실 수 있도록 최선을 다하겠습니다. 양해 부탁드립니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,내일 받을 수 있나요? 15프로맥스 주문했어요,"안녕하세요 고객님 caseplz 담당자 박준현입니다. 저희 제품을 믿고 구매해 주셔서 감사합니다.고객님의 소중한 제품이 오늘 우체국 택배로 안전하고 빠르게 배송 될 예정입니다. 98% 다음날 배송이 완료 되지만, 택배사 사정에 따라 1~2일의 배송일이 소요 되는 점 참고 부탁드립니다.항상 만족을 드릴 수 있는 제품과 서비스로 보답하겠습니다. 추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"지문방지 사생활보호 두개가 다 되는 제품인가여?
아이폰15 전면 카메라부분은 뚫려있나요?","안녕하세요 고객님 caseplz 담당자 박준현입니다. 저희 제품에 관심을 가져주셔서 감사합니다.문의하신 슥샥쇽 지문방지 강화보호필름은 강화 필름은 지문방지 전용 강화필름이며, 사생활 보호는 되지 않는 제품입니다. 아이폰 15 제품의 전면 카메라 부분도 뚫려 있는 점 고객님의 즐거운 쇼핑에 참고 부탁 드립니다.사생활 보호 기능이 되는 제품을 찾으시면 저희 쇼핑몰에서 판매 중인 파리 슬라이딩 사생활 보호 강화유리 제품을 추천드립니다. 57% 더욱 두껍게 제작되어 더욱 안전하며, 프리 글라스 소재를 이용해 유분도 쉽게 닦여 고객님의 사용 용도에 알맞은 제품일 것 같습니다.항상 만족을 드릴 수 있는 제품과 서비스로 보답하겠습니다. 추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,강화 필름  만나요?,"안녕하세요 고객님 caseplz 담당자 박준현입니다. 저희 제품에 관심을 가져주셔서 감사합니다.문의하신 슥샥쇽 지문방지 강화보호필름은 강화 필름이 맞습니다. 깨지지 않는 세라믹 소재를 이용해 강화 필름을 더욱 경제적으로 사용 가능하시고, 오일 플라즈마 스프레이 코팅을 적용해 보들보들한 감촉으로 제품 사용이 가능하십니다. 고객님의 즐거운 쇼핑이 도움이 되셨기를 바랍니다.항상 만족을 드릴 수 있는 제품과 서비스로 보답 드리겠습니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,행사,"1개구매시
필름1개 들어있나용?","안녕하세요 고객님, caseplz 담당자 정채은입니다.문의 주신 제품은 개당 가격으로 말씀해 주신 것과 같이 1개 구입하여 주시면 1매가 들어 있습니다.평일 오후 5시 이전 주문 건의 경우 빠르게 당일 발송 도와드리고 있으니, 참고 부탁 드립니다. 답변이 쇼핑에 도움이 되셨기를 바랍니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,안녕하세요! 아이폰 14 케이스 구매했는데 혹시 볼륨 키를 감싸는 부분은 원래 +/- 경계 없이 하나로 통합돼 있는 건가요?? 하나의 버튼처럼 감싸져 있어서 약간 불편해요,"안녕하세요 고객님 caseplz 담당자 박준현입니다. 저희 제품을 믿고 구매해 주셔서 감사합니다.고객님께서 구매해 주신 딱따구리 프로 하드케이스는 버튼부가 통합 되어 있습니다. 생폰 느낌을 최대한 살리면서 제품을 더욱 편하게 사용하기 위해 고안된 디자인이지만, 고객님의 사용 스타일에 불편함을 드려 정중하게 사과드립니다.제품 사용에 불편함을 느끼신다면, 무료 반품 처리로 서비스를 도와드리겠습니다. 언제나 고객님의 입장에서 제품과 서비스를 보답해 드리도록 노력하겠습니다. 추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,"재구매인데요 그전꺼는 완전 까맣게 가려졌는데 필름이 깨져서 다시구매했더니 너무 잘보여요???
불량일까요? 힘들게 붙였는데ㅠㅠ 옆에서도 그냥 보여요......","안녕하세요 고객님, caseplz 담당자 정채은입니다.저희 제품을 믿고 다시 찾아주셨는데, 불편을 드려 죄송합니다.혹시 해당 문제가 육안으로 확인이 가능한 상태이실까요? 번거로우시겠지만 보다 정확하고 신속한 처리를 위해 네이버 톡톡으로 관련 사진을 보내주시면 빠르게 안내 도와드리겠습니다.다시 한번 불편을 드린 점 사과드립니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,15프로는없나요?,"안녕하세요 고객님, caseplz 담당자 정채은입니다.저희 제품에 관심 가져주셔서 감사합니다. 해당 제품은 현재 입고 진행 중으로 곧 업데이트 될 예정입니다.네이버 톡톡으로 번호 남겨주시면 입고 당일 빠르게 문자 안내 드리겠습니다.추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 상품문의 게시판 / 고객센터 T.1688-7390 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,배송,언제배송되나요,"안녕하세요 고객님 caseplz 담당자 박준현입니다.저희 제품을 믿고 구매해 주셔서 감사합니다. 배송 조회 결과, 고객님의 소중한 제품이 오늘 배송 예정입니다. 항상 만족을 드릴 수 있는 서비스와 제품으로 보답드리겠습니다. 추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.",긍정
케이스플리즈,폰케이스,제품관련,아이폰13미니는 언제 재입고 될까요??,안녕하세요 고객님 caseplz 담당자 박준현입니다.저희 제품에 관심을 가져주셔서 감사합니다. 문의 주신 딱따구리 에어 아이폰 13미니 제품은 1~2주 안으로 입고가 될 예정입니다. 네이버 톡톡으로 연락처를 남겨 주시면 제품 입고 되는 날 입고 안내 문자를 보내드리겠습니다. 항상 만족을 드릴 수 있는 제품과 서비스로 보답하겠습니다. 추가 문의나 요청사항이 있으시다면 언제든지 네이버 톡톡 / 카카오톡 '케이스를부탁해'로 연락주시면 항상 최선을 다하여 정성껏 안내드리도록 하겠습니다. 감사합니다.,긍정
